Request,Politeness
"Your title says sorted array, but you ask about a BST in your question? Is this homework?",0
"Sounds like a good homework question. Does your instructor know you're cheating?",0
"If you have never got it working, why should you do it everyday? Did I miss something?",0
"Change them to what? If that is your input, what is your desired output?",0
"Sounds like 'can anyone show me how to iterate over array and execute function on each element'. What's the problem with iterating it step by step, just as you described?",0
"I can, but it is written in Lithuanian language, so I think you woun't understand. Anyway, where should I put it?",0
"Please clarify title / question. Do you wish to identify the start of a cycle, or remove a cycle?",1
"Yep, Google, first hit, then read the paper cited. If you don't know what it is, then how come you know you want to implement it?",0
"Have you made sure that these calculations take place in code that is executed often enough to cause a performance impact? Or do I have to post the micro-optimization lecture again?",0
"@Matthew Why not just use an existing hashtable implementation? Why do you need a custom hash?",0
"@Kerrek SB: Each string in the input is printed out exactly once in the output, with at most an additional comma to separate them. I don't see how that would come out to pages, unless you are being sarcastic and there is something I am missing?",0
"This is exactly what I am looking for: http://limi.net/articles/resource-packages/. Does anybody know where to find more information about this?",1
"I'm pretty sure that the google image search just goes by image name doesn't it? or are you talking about some other google search that I'm unaware of?",0
"Can you describe the problem in more detail? Maybe upload a screenshot or two?",1
"i know this doesn't help your problem but it's another corner case: what if two different cells want to swap with the same one? will one swap and then the other swap with the one it didn't intend to?",1
"Looks like a type in the second `RewriteCond`. Should you have a space before the `\.html`?",1
"How do you define minimal? The minimum number of movements or the minimum of the sum of distances/squares of the distances?",1
"I'm having the exact same problem. Did you ever find a solution?",1
"Which part of the task are you having trouble with? What hints have your lecture notes or textbook given you about this problem?",1
"What error did you get? Also can you provide what code your using to connect?",1
"I'm sure there is, along with a million other clever optimizations. But I really doubt they're caching the *results* of my search, so I'm still curious - what algorithm are they using to actually obtain the result list?",0
"I think `chunklen` needs to also be able to decrease, or else your queue will have size proportional to its largest-ever size even if it is empty. So how about `if (q->head->next == q->tail) chunklen/=2`?",1
"This is certainly a tough assignment if you aren't good at programming. Do you have to code your own quadratic programming optimization as well?",1
"What do you mean with it doesn't work ? Does it crash (which I suspect, given your code), does it show the wrong images, doesn't it do anything at all ?",0
"maybe you can start with useing code tags. and i don't see how the frame loads the pics?",0
"I'd be happy to. Can you tell me how?",1
"What? Can you say what you question is in one sentence?",0
"Can you please clarify, if you only care about the weights, why you don't simply do `data[x] += w`? What do you care about besides the weights?",1
"what happens if you print before exporting? or is that the order already?",1
"Huh? A downvote? What for?",0
"I think the inner div will resize, as it has a width of 100%, but you won't notice it. You probably want to resize the image, too?",1
"Looks like you're passing null to an API parameter, particularly a null Overlay somewhere in a mapview probably. How are we supposed to know?",0
"Don't you think that What do you miss? kind of questions are subjective?",0
"I am looking at a more brute force and exhaustive approach, I am curious as to your performance/memory concerns. Is this something being done a lot or just once for different sets of letter combinations?",1
"Why do you want to fit ellipses? Isn't enough to find ellipses?",0
"@Mgccl: Great that you found a better solution for your specific case. May I ask what you are doing this for?",1
"If you had such a list, what on earth would you do with it? The list of names in each category doesn't seem very interesting by itself; surely you don't want to actually process the content of all those grammars?",0
"Your algorithm would presumably conclude that `{x,y,y,y,y}` and `{x,x,x,x,y}` are equal. Is that the desired behaviour?",1
"I'd suggest you get an iPod Touch to develop on then. Don't tell me you need something iPhone specific for your application like GPS? :)",0
"O(n) relative to what? A purely in-place algorithm (no side storage) would be O(1) in the size of its input... Oh, and O(n) time or storage?",0
"It's not clear to me how I can do this using the lex an the yacc. Can you be more specific?",1
"What have you tried? Examples?",0
"I want to implement the whole online banking stack, from front-end, middleware, and back-end. So is there any opensource J2EE app for online banking?",1
"What's wrong with it? Isn't making a wordpress theme programming?",0
"And can you see how he treated multiple people in the comments section? Or does it not show that?",0
"are the line segments only straight lines? Do you want an algorithm that given two polygons finds what line segments they 'overlap' over?",1
"Could you ask a specific question? What have you tried so far?",0
"in certain cases i had to first start the Zune player and then VS2010 to make it work. Perhaps that does the trick for you?",1
"You say it's not compiling. Do you understand the error message?",0
"@aaa: what would be a general way? I mean how general it can get?",0
"I still don't understand what you want to do. What do you mean by reorder the sequence in which the pixel intensity data comes?",0
"If the ads are script elements, does it really matter where you place them? Perhaps you can give an example?",0
"I don't know if I understand correctly: Do you want to add a new image tag to your div tag? Where do you have your list?",1
"This is a duplicate question with 2536194. Can they be combined?",1
"A quick search finds this code. http://staff.washington.edu/dushaw/GPS/gettracks.awk Is that checksum function what you are looking for?",1
"but the breakpoint doesn't affect anything unless the condition holds, so you can put your breakpoint anywhere (like the Setter) and take it from there. Or am I missing something?",1
"I think we must sort the group for select algorithm but it is not necessary for sorting the elements in the quick select algorithm !! isn't it?",0
"Isn't it? Homework is work too, or are you only allowed to get answers for free if you are actually payed to find them yourself?",0
"Wait you're writing a thesis and you've got *no clue how to use it*? Wow. Usually, it should be the other way round, shouldn't it?",0
"Great question. What exactly do you mean by bug?",1
"I've never done COBOL before, but this strikes me as strange: `IF POLI-DATE-REQUESTED-S-2 IS NOT = 11 OR 12` Most languages I'm familiar with would parse `foo != 11 or 12` as `(foo != 11) or (12)`. Does COBOL really parse the expression as `foo != (11 or 12)`?",1
"smalltalk is something I am looking into. Does Smalltalk/X work as in interpreter until you compile?",1
"@antti.huima Why? Because you can't solve it?",0
"How's that even possible? Why don't you join the stdout to the logcat output and try to print that massive log directly on stdout?",0
"Defined central point? Do you want any point within a convex hull around the points, the geometric center, or what?",0
"Please rephrase your question using full words and complete sentences. Also, what does assembly have to do with this?",0
"Please, show your code. How do you toggle this form?",1
"Nice question!. Which specific terms do you understand and which ones do you not understand?",1
"No matter how efficient you are it is going to take a looong time to enumerate through 2^100 subsets of vertices, and that is before you get into the fact that edges can be there or not. Can you switch to a problem that is likely to finish before the Sun explodes?",0
"@MitMaro Thanks. Could you please do the math of whether it's useful or not? :)",1
"Since there is a loop there is an infinite number of paths. How do you wan to deal with it?",0
"Any particular language in mind? Are you inserting this into an existing document, or creating a new one consisting of just the image?",1
"by downloading by code I meant downloading the picture bytes using a webservice and assigning it to the Image element. This could be the subject of another question, but what technique would you use to control the download sequesce by preserving the browser cache?",1
"You may want to post the code right here. Maybe use pastebin or something if it's too much to embed directly in your post?",1
"I hadn't heard of this. Googling suggested it's something to do with 3GPP?",1
"pyparsing appears to be a word specific to Python. Is there a more general programming term for that type of action?",1
"There are lots and lots of rational fraction libraries. What language would you like to know about?",1
"Just out of curiosity, how did you do the eye tracking? Are you open sourcing this code?",1
"What library are you using for XPath? Are you setting the namespace mappings in there?",1
"Do you have tabbed browsing enabled?.. And are you using IE?",1
"So, if I understand the issue, you need to find the superset of the vertices and get the centroid of each set therein. Then create every plane that intersects every two of those along with the centroid of the simplex... is that right?",1
"This is programming related. Why is this flagged?",0
"When you say non-overlapping polygons, what happens if you have edges that describe two overlapping polygons? Do you report that as one polygon consisting of their intersection, or do you report neither of them?",1
"So you think it's a good idea to dump your homework here without any attempt at solving it from your side and expect us to do your work? Also: which assembler language are we talking about?",0
"@MAK: Well, there is a problem **what order to store in**, and then there is a solution that specifies one way to solve the problem with its own advantages and disadvantages. Not `algorithm` -worthy?",0
"Could you clarify what you mean by #4? Does this mean that the lists of objects on each edge leading away from node _X_ are always a subset of the list of objects on the edge leading towards _X_?",1
"Why do you need to take factorials of such large numbers? What will you do with the results?",0
"There is no image attached. Also, what have you tried by yourself?",0
"I think your question is too vague. What are the properties of Irony that you want?",0
"So? Are you expecting us to do your homework for you??? :-) Ok,here's a hint... what's the type of `a | b`?",0
"I'd be curious to know how your activity timestamps could come in out-of-order for a given user session. Would it realistically report 13:00, 14:00, 13:30 for a given user?",1
"So it's not really about the list, it's about those instructions? What exactly is the question then?",0
"Why does transparency matter? It's just another channel, just like red, green or blue?",0
"Why did you edit out my 'Hi', and 'Thanks'? Is common courtesy not allowed any more?",0
"I absolutely don't understand the question. What is this supposed to mean and the difference between the scores of 10 and 18 relatively more higher than 18 and 20?",0
"Is the crop operation cheap? If you already have the image on disk you could just pass the XML filename and the crop parameters into the .ashx as a query string and do the crop again in the .ashx?",1
"That's a straightforward formula that uses basic arithmetic operations. What part don't you understand?",0
"And what operating system? and why on earth are you writing this in assembler?",0
"If there are duplicate items in the trees, should the duplicates be merged or not? For example, if the trees are [1,2,3,4] and [1,2,5] should the result be [1,1,2,2,3,4,5] or [1,2,3,4,5]?",1
"So what have you found so far? Or should we do all of your homework?",0
"You may break up to three sets trying to form a street (or the other way around). Is that ok?",1
"Do the squares have to be the same size? Do they have to be axis-aligned (i.e., have the same orientation as the rectangle)?",1
"The best case would be if the list were already sorted but I don't think that's what you're asking. Could you be more specific?",1
"@Andrew I beg to differ, the examples aren't good enough to explain what he wants. It's like saying I need *something*, for instance a car, so can you help?.",0
"Awesome exercise! How do I donate money to this school?",1
"Transport protocol right above the data link layer? You sure?",0
"@Steve McFarlin, thanks, you have any tips on reading except the qt-documentation to grasp the whole structure of the mov-file because i'm really having trouble gripping all of it, is it correct that the atom don't even need to be in a specific order? which one did you think was easiest to work with mov or mp4?",1
"What if there is no idle worker, how do you intend to deal with that? Just queue them up?",0
"While this may not be your homework, you are essentially just asking us to write you code to solve this problem. Maybe you should do a Google search?",0
"Hmm It's a promo block that displays a picture with text underneath it on the left sidebar, on every page. So through your questions, Grezly, I'm perceiving that I must somehow make the home page show up as a block with a teaser underneath on every page?",1
"How would you represent your distribution? - alternatively - are you looking for a specific solution for gaussian distribution?",1
"What have you tried and where are you stuck? Or are you just asking *us* to do *your* work for you?",0
"If it is always complete using numbers from 1..N you could just write the values 1..N to the input array. So I'm guessing thats not going to cut it?",0
"Is the table structure fixed? For example, will there be different spans?",1
"If you know nothing about the structure of the URLs, then it's impossible to do. How should the algorithm find out whether to group `a/b/c` with `a/d/c` or `a/b/e`?",0
"@cvondrick, in that case I'd rather use binary insertion and sorting. My problem now, is however how I can combine two dates to one number?",1
"The easiest language to do a task in is often the one you know the best! Which languages/tools do you already know?",1
"Also, the aim using the minimum number of examiners for the minimum amount of time is not too clear. How many examiners are you willing to add to subtract a unit of time?",0
"That is one looooooooong problem. Can you summarize it?",0
"Would I be right to understand that, since you've posted this on SO, you are looking for a programming way to solve this question ? Something like a rewrite system for propositions in Bayesian probabilities ?",1
"Apparently, you correctly answered your own question: The watch window gets the value of a variable by calling its `ToString` method. So, what's your *actual* question?",0
"Writing your own utility to parse this would not take long at all, probably 15-20 minutes - is that an option? What language would you use?",1
"How is your input given? Like in your examples or are you given a graph or something like that?",1
"So, what specificaly is it that you have problems with? Is it that you don't understand the assignment?",0
"Please, be more specific. Where do you want to display pictures, what kind of pictures?",1
"Why the downvote? Am I missing something?",0
"Hi Vikas, is there any special way to accept the answers? Do i have to send any mail or click on any link to accept the answers?",1
"what a hypocrite! Doesn't his solution (steps 3-5) also apply for both of his statements?",0
"It's not clear what you're trying to do here. Do you want the view to render the string 1 image more than 1 image ... ?",1
"It depends on the hash function. What hash functions are you thinking of?",1
"Good question. I wonder if it should be migrated to CS Theory (http://cstheory.stackexchange.com/) or Programmers (http://programmers.stackexchange.com/) ?",1
"having trouble grokking those first couple paragraphs. Edit?",0
"Ah the error says a location is not trusted. How do I fix this?",1
"Preferably, we don't do peoples homework here at SO. But BTW - What's the </FORM>-tag doing in front of the javascript function?",0
"This might be a Facebook issue, but it might also be an issue with how your code is prepping the image to be sent. Can you share your code that reads the image (form your server) and calls the Facebook SDK?",1
"Many languages can do this in their standar libraries. Any prefered language or do you want a pure algorithm?",1
"Also - I just tested in chrome and it does exactly as I said above. No resize handles around the image when it is placed in the containment div and as soon as you click the image it jumps directly into the containment div - there is no smooth drag animation....?",1
"This REEKS of a question asked in a panic before an assignment is due. Nothing wrong with seeking clarification, but are we really here to answer verbatim questions?",0
"Just try the first instruction - `MOVE *R2, R1` - read the comment next to it - it pretty much tells you all you need to know. What do you think the result of this instruction will be ?",0
"@Pax: would you really call this a _basic_ question? Considering it depends on the alignment of the instruction bytes?",0
"@AnthonyK What is the name of the images you want to display? Are they same for all rows?",1
"How can you not know the length of the array? How will you know that your index is out-of-boundaries?",0
"@Peter: How about calling it the necessary? That's discreet, right?",0
"Can you please paste the code where you read the integers? Also, what compiler are you using, and on which platform?",1
"This seems to be an elementary/homework-level question. @mehas: could you please provide some motivation and explain why you are interested in this question?",0
"Could someone please explain to me the statement in more detail? Eg. if k=1 and R is x<y, then what will be A?",0
"@Mike Chen Could you, please, explain what is $C_=P$? And what do you mean by the counting of topological sorts?",1
"**PS:** I'm interested in your motivation. Could you please [tell us why you care](http://meta.cstheory.stackexchange.com/questions/300/how-to-ask-a-good-question/306#306)?",1
"@Marc: Could you, please, make more precise your statement two paths are different iff they use different child nodes in a branching node. You mean they're different if there is such a branching node where they use different child nodes?",0
"@Firebrandt: Could you, please, add the clarification what you meant by better in your question. What do you mean by outlining the solution - how to fill table entries in the table from Garey and Johnson book?",1
"Sorry, I thought you were looking for a connected subgraph, which will necessarily be a tree, appearing in a given set of trees. Could you clarify in what aspects your problem differs from this description?",0
"Due to the different interpretations people have of independent, can you please clarify your question. What do you mean by independent?",0
"Oh I see; I misread it, sorry. So you want to know number the number of equivalence classes (via their language) of DFA of size n?",1
"Please, add the first part to your post. You mean both players should have the same number of parts of the stick?",1
"Please don't downvote without stating your reason. Should this perhaps be turned into a wiki question?",0
"Your wording of the directory structure is a little confusing. Would you please update your question with a more specific directory structure and which HTTP error codes are returning for which files in that structure?",1
"Hey, could you please tell me: if I decide to use Amazon CloudFront, what is the URL of my images going to be like? www.mydomain.com/image.gif or an Amazon CDN domain like www.ama-cdn.com/... (or whatever domains Amazon uses)?",0
"um... sorry... i mean... getting 100 results or 200 results from above search affects page rank or not? is 200 results better than 100 results in terms of SEO?",1
"@DisgruntledGoat: Yep! (enlighten me please: are there more kinds of pageranks?)",0
"@dan and sri, Sorry if this is too far from the original question, but is there a manner of linking (ie. the type of URL I use in my post) I can use to attempt to maintain the header (I'm *imagining* some `rel=` attribute to the effect of the capturing it), or does HTTPS always strip it out?",0
"Thank you. Could you please describe it more in detail or send some link dealing with logos in this software?",1
"possible duplicate of [Simple algorithm for online outlier detection of a generic time series](http://stats.stackexchange.com/questions/1142/simple-algorithm-for-online-outlier-detection-of-a-generic-time-series) This question is proposed to be closed as a duplicate. Could you please let us know at the meta thread if and how your context is different from the question I linked?",0
"Your question is not clear. Could you please edit the text and add a bit more context?",1
"Could you please state your initial problem at what you are trying to achieve. Also please explain what do you mean by graphing interactions, graphing the different regression lines, plotting the coefficient values?",1
"@mpiktas, sorry, could you clarify? A link to some kind of work illustrating what?",1
"Please provide the example of what you want to achieve. What exactly you do not get?",0
"can you really fix velocity and number of vehicles and vary the area? It does not look like it is possible to do controlled experiment in your case, can you please clarify?",0
"@Tal Sorry, but it's not really clear to me what you actually mean by predict the lower and upper predictions of y. Does it have something to do with prediction or tolerance bands?",0
"@Tim Why not posting this as an answer? Please?",0
"Does this answer your question? http://stats.stackexchange.com/questions/6181/can-the-multiple-linear-correlation-coefficient-be-negative If not, then please provide more information: this is the SPSS output of what procedure?",1
"$N$ is not know? Could you please confirm?",1
"I am sorry, I am just a first year math student. Could you please provide/recommend a link/book/paper that describes how the relationship was derived?",1
"@mpiktas: what do you mean with additional data? Could you please give an example of this in the car context?",0
"sorry nothing related to the original question, but do you know anything about the australian electricity market? Seams quite stable, especially with all their coal easily available?",0
"I am not a statistics expert. Could you please explain more about the plotting idea?",1
"@cb Please note that some angles are not cyclic: the approach angle in the original question is a good example. If you have a specific follow-up question, why not post it?",1
"Could you please give me a reference, that 95% should lie between -1.96;1.96 . In other words, why should standardized residuals be $d_i\sim N(0,1)$?",1
"I am not sure why (1) is not a way to do (2). Anyway could you please provide more detail on how to go about doing (1)?",0
"Could you precise your idea please ? Which expression of weights should I consider ?",1
"Can you please elaborate a bit? Like write few-word intro to those algorithms?",0
"Please describe the attacks you want to defend from. What are you seeing?",0
"I'm sorry I'm not sure do I understand you. Are you looking for something like [OSSTMM](http://www.isecom.org/osstmm/) or the software which would support logistics / management side of the pentesting project?",0
"Also, could you please explain the second scenario a little ? how is that possible ?",0
"Sorry, I didn't think about 20x hashed md5, so it isn't 36 ^ 32 but 19 * 36 ^ 32 + unknown lenght, characters, salt in last md5 hash. Am I right?",0
"Hi @Schisis, thanks for this link! Can you please add a bit more info to the answer, explaining what the link is?",1
"Sorry what has blender to do with game engines? do you want to use its format?",0
"So, to conclude, it should be acceptable for the beginning to have only one SceneGraph, that would contain all the objects in the scene. Can you advise please, if cameras, lights, triggers should be in the scene graph as well?",1
"Please clear some questions I have about your question: Are you looking to self-host your document management solution or are you wanting do create a knowledge base *about* self-hosted apps?",0
"Can you clarify please? What you want to do is change `some.email@gmail.com` to `this.other.email@gmail.com`, without changing any other information and retaining your accumulated messages?",0
"Nice! Can we get this for our Stack Overflow profiles, please?",1
"+1 Cool, I think I have been invited to an event through this a very long time ago. Could you please make the link an actual link to the site and edit your answer to show anyvite measures up to the requirements?",0
"Sorry. How much reputation is needed to add a picture?",1
"I've never worked with beamer `\note`. Could you please add a minimal example for your problem which compiles?",0
"It works without errors. Can you please add a [minimal example](http://meta.tex.stackexchange.com/q/228/1235) that illustrates your problem?",1
"This question is too vague. Please could you make it clearer exactly what it is you are asking?",0
"Further to what Stefan said, the tocloft package might be sensitive to other things you have in your preamble. Could you post a [minimum working example](http://meta.tex.stackexchange.com/questions/228/ive-just-been-told-i-have-to-write-a-minimal-example-what-is-that), please?",0
"I couldn't reproduce the odd behaviour mentioned. Can you please post a complete, minimal and compilable version of code allowing to reproduce the problem?",1
"I don't understand your question. Can you please elaborate and clarify a little more?",1
"1. Could you please give us a small but complete example showing the problem. 2. Have you already tried replacing the float package by floatrow?",0
"Please, show a minimal example. Are you using the setspace package or other tools that enlarge the interline space?",0
"I am not familiar with the desired formatting. Could you please add an image of (or provide a link to) some example of what you want to achieve?",0
"Under normal circumstances, that space shouldn't be there, unless explicitly added. Can you please add to your question a [minimal working example](http://www.minimalbeispiel.de/mini-en.html) illustrating how your footnotes generate the extra spacing?",0
"Can you please describe in more detail what you mean with inclined? Should the line go from the upper corner of a cell to the bottom opposite corner of the same cell, or should it cross several cells?",1
"What signatures are you referring to? Could you please clarify your question?",0
"arg, sorry. I was fiddling around with item formatting all day long I started to believe you can't use formatting in item[] at all... Should I delete the question?",0
"I am not sure if I understand, it seems to me that your short answer contradicts your second answer. And, could you please provide an example of how can I use hyperref to do this?",0
"Could you please elaborate that? Does it work as I think: you append the databases, then use scan>check duplicates ?",1
"There is no need to swallow initial whitespaces of lines; they are ignored anyway. Can you please edit your answer accordingly?",0
"Could you please check the solutions for hyperref? Also, how can I put something (one time only) that is formatted like a chapter* in the toc, but without the page number?",1
"@Herbert: Still I think your answer is very confusing. Can you please make it clearer that you're suggesting two completely different solutions, and indicate what is needed to make them work?",1
"Thanks! Example of using breqn in my case please?",1
"@chaman, sorry I can't figure out what exactly it is you want. Are we talking about the chapter title that only appears once, such as 1 Introduction or do you want to know how to change your heading that appear on every page of the chapter?",1
"It's great that you posted this answer. Can you please also accept it so that the system knows that the problem is solved?",1
"Please could show the variant with alignat* too? (align both relation symbols and equation numbers)?",1
"@Yiannis: Can you please expand on the spacing after punctuation? What could go wrong without the `\xspace`?",0
"@Altermundus Sorry, I dont see how it would work and my experiments haven't been successfull. Could you give a little more details, please ?",1
"@Stefan: Not sure what you mean by the comment above, sorry. Want to take it to chat?",1
"I tried this for some of the code but immediately ran into problems - the code for some reason it went over the book's margins. Please take a look here: http://i.imgur.com/7S9cE.png Any ideas how to make it wrap nicely?",0
"Thank you for this code.But when I put it in my file the title Table of content doesn't change. Could you help me, please?",0
"Sorry, I should've made it clearer there are other text, figures and tables contained within leftbar as well - I omitted them because this was a minimal example. So that doesn't appear to be an option for me... Any other ideas Stef, or others?",0
"I'm not understanding The first paragraph of http://www.ctan.org/starter.html needs an update. How, please?",0
"sorry, but do not have the time to change all. Any way I can rotate only on of the tables?",1
"However could you please comment the difference? And the problem with the former?",1
"Yes, I can change the font. Could you please provide me with an example?",0
"@BCS - A computer-controlled analog EQ sounds oxymoronic to me. Please correct me if I'm wrong, but won't any digitally controlled pot be, well, digital, and the microcontroller and/or pot introduce switching noise when you change the pot's value?",0
"I believe your question could have some validity, can you please elaborate on the scope of your question. Are you speaking in reference to the exchange of electrons or are you speaking in more of a supernatural aspect?",1
"You can do just about anything with one pin of a micro. More specific please?",0
"@Mawg Please define cheap. As cheap as possible regardless of the amount of work involved?",1
"Sorry, but I fail to see any correspondence between the title and the actual question in the body. Could you consider rewriting the title to be more precise?",1
"Using an SSD as an SD Card does not make sense to me. Can you please explain?",0
"thanx 4 answering my question....        i already tried ice, but after 9 degree C, LCD went off.so i didn't go 4 boil water but used soldering iron 2 show dat ckt is working. can u please tell me hw can i check temp of liquids like water with this ic?",0
"Sorry, I'm actually talking about the μF, not the voltage. What do you think about that?",0
"Sorry Olin, I'm very much a noob who's running before I can walk. What do you mean by latch up and why should there be continuity?",0
"@stevenvh 1pm could be the difference between a space craft landing on mars and missing. Oh, sorry - is that one picometer or one picoyard?",0
"Thanks! Can you please explain me in a way that a mere CS major can understand, how can I get this filter, and what should this filter, erm, filter?",0
"can you please focus your question a bit? Perhaps you could ask what the advantages and disadvantages are for touring in Greece?",1
"Looks like the question got truncated? Could you please edit it to complete your question?",1
"This is a big discussion (Neil said...) and then a small question (Please, state the stand and then its advantages.) A better question might be What's the best kind of kickstand for [lifting the rear wheel / loading groceries / etc.]?",1
"@Mikle - This question is too open-ended. Can you please narrow it down, as per zenbike and Daniel's comments?",1
"Okay. If something about the Camelbak bladders is better, could someone who has a basis for comparison please note that?",0
"This is likely to be a shell misconfiguration, probably the lack of prompt protection [suggested by mikel](http://unix.stackexchange.com/questions/6580/why-is-gnu-screen-byobu-leaving-garbage-text-in-the-shell-during-a-reverse-sear/6581#6581). What shell are you using (probably bash, but please confirm)?",1
"Your question is unclear. Could you please edit the question to more fully describe what you are trying to accomplish and what your different scenarios are?",1
"@Eric, I feel sorry for anyone still stuck with an [ATM](http://en.wikipedia.org/wiki/Asynchronous_Transfer_Mode)-attached host. What did you do to the technology gods to deserve this?",0
"Please describe, what happens if you try to boot. What boot options are used?",1
"Would somebody please explain what does emacs graph, given above, means? How to interpret it?",0
"Please read this again: you can use the amount of time it takes for it to invalidate you help guess if part of your credentials are correct. Aren't you missing something there?",1
"@Gilles Sorry for touching such an old issue, but it looks very interesting! Do I understand it right, that something like `ionice` would do more good?",1
"sorry, yeah, that's what my file looks like. Well, the '& ~' isn't indented, but that doesnt matter right?",1
"@forcefsck I tried the exact steps as outlined in the answer, but got an error from Grub saying could not find device for /boot: Not found or not a block device.. Please see the screenshots of it and my /etc/fstab, any other ideas?",1
"Could you please be more specific? Which paragraphs from the [link](http://reactivated.net/writing_udev_rules.html) are relevant to me?",1
"I installed it using pacman, but it still shows the error. It's written Please install the build... so do I also need to build it, or do I just need to reboot?",0
"This post says some things about ownership and GIS and land but there's no recognizable, unambiguous question. Could you please clarify and repost?",0
"Could you please describe in more detail what do you mean? Perhaps include a drawing?",1
"The first step is where the magic lies, I guess. Care to elaborate please ?",0
"I don't see anything there that would indicate that you can use dynamic text to label latitude and longitude. Can you please provide some more information or a methodology?",0
"sorry about that. Can it be done in python?",1
"thanks - that's what I feared, but it's good to hear that you found it workable. If this site is available, can you please let me know the URL?",1
"The link here in your question is giving me a database error; did you paste it incorrectly? Also, if you solved it, could you please post your solution here as an answer? :)",0
"Sorry, I got a bit confused. Actually, how did you build a station with this configuration?",1
"Sorry, I'm not clear on what's happening in the question. Are you saying that the cart zooms over power rails while they're *unpowered*?",1
"I let it accepted for the computation but it seems the link is not the good one as they're not talking about levels in this thread. Could you check please?",1
"before I compose my answers to your questions, could you please explain what you mean by *Lay a new thin layer of **gyps** (or some other material)?* Also, would you be opposed to the new concrete screed layer being your finished balcony surface?",1
"Could you next time create 2 posts if you have 2 questions? Please?",1
"Your question currently doesn't make any sense as it is worded. Could you please edit it and clarify what you are asking?",1
"I like this idea. Do you have that library posted, or can you please point me to a few of those photos?",0
"I can't read IPA. Can you add the IPA meanings for those vowel sounds to the answer, please?",0
"@jrista. can you please describe your setup?",1
"@Ofeargall - Welcome to the community. Could you please elaborate on what you mean want to know vs need to know?",0
"Sorry, what does set your exposure such that that is 'properly exposed' mean? Visually comparing the result of the camera with the colour of the card?",1
"ElendilTheTall - Please read my comment to the question. Can you explain why the focus supposedly locks when the camera is in Auto mode (are things different with Nikon)?",1
"...? Can you please be more specific about your question? You talk about Samsung graphic customizations?",1
"For what it's worth, I haven't seen this. Can you please add your device and carrier to your message?",0
"Thank you for your answer.I'm a beginner in Android so can you please explain what the meaning of root the phone and set it as S-OFF? also, how shall I do it?",1
"Ummm...what? Can you please clarify your answer?",0
"What is wrong, are you making a comment to Elderathis answer, or are you adding your own answer? If you're adding your own answer please expand a bit on this, I don't believe the base Clockworkmod can help you unless you've previously done full ROM backups, or follow the links on Elderathis post to get hold of the approriate ROMs (stock or custom)?",0
"Sorry. But, what is Sym button?",0
"*@RealityCramp* - I have read your question several times and while I think I understand what you might be asking I'm at a loss regarding the details. Can you please rephrase your question?",0
"This is a pretty broad question. Can you be more specific, please?",0
"*@user1147* I edited your question heavily to try to make it more clear *(please review to make sure I didn't change the meaning.)* One thing I didn't understand was when you said *when I open a single page to check post*; can you be more clear what you meant by *single page?*",1
"@hakre: I don't agree with the tag you added, `[work-for-free-for-me]`. I don't want to remove it without discussing it, so could you please explain the reason why you added this tag and what it adds to the question?",1
"No idea what feature you refer to (don't think it is something native), please elaborate? Also self-hosted WordPress or wordpress.com blog?",0
"Well, the title may say it all but _all_ isn't enough for me to understand what you are asking. Can you please elaborate?",1
"Please define primary navigation. Also: are you using a custom theme, or one from the theme repository?",0
"Could you please clarify what do you mean by _password format_? How passwords are hashed for storage in database?",1
"Um,oops... sorry for editing your question; thought I was editing an answer. Want me to pull that down into a comment?",0
"Wordpress is not designed performance wise in the end Making wild statements like that with no proof or backup is just flamebait. How about we stick to facts please? :)",0
"Could you please give an example of the action names . Will the actions triggered be future_to_published and publish_post?",1
"Thank you very much for your answer. Could you please take a moment and provide the code I would need to add which would allow me to achieve these goals?",1
"Sorry Rarst how do you mean markup? Do you mean is everthing where it should etc, in correct divs and so on?",0
"Thank you, I will give this a try tomorrow but could you please explain how to do different validations. For example validating for an correct email address, validating that there are no more than or at least XX characters, that a form field is filled out... things like that?",0
"Pk, Please give me a idea. If we define primary menu like secondary menu, then primary menus(default) will be displayed or not?",1
"Thanks, Anu. Sorry to be a php nitwit, but I tried this and got nothing: '<?php wp_get_post_terms('20', 'toolkit', 'description') ?>' should I have left it as '<?php wp_get_post_terms($post->ID, 'toolkit', 'description') ?>' ?",0
"Sorry for the delay :/ When you say overridden using filters, what do you mean exactly? There's an alternative to hacking on the source?",1
"@hakre: I don't understand how I can circumvent the that by using physical media in distribution. Can you explain please?",0
"Yeah you answer did help me. Please can you give me a little bit more details about 'creating a custom admin page that allows the user to add static sections via AJAX with links to their edit pages' (if there's no Static Content menu in which other ways the user can create the content)?",1
"sorry my bad english , its not what i ws looking for becuase everything i would have to include a shortcode after more tag in the post editor, but it can do that work. So its not possible to just work on some function which will automatically put some text/code after the more tag in the post page ?",1
"Did you mean to post this answer to a different question? If not, could you please clarify how an answer about adding filters to custom post types has anything to do with using a tagging plugin?",0
"Kaiser,Thanks for your help.I have updated the question with links to the pages which show error messages. Can you please login and check it by yourself if I give you the admin access to website?",1
"Sorry, just to clarify: So I should try changing index.php (which is the splash page now) to index.html with the addition of the head content? Or do you mean change index2.php to index.html?",0
"Will do that. As an aside (and please, I'm sorry if I should not ask this here), is it possible to add code blocks in a comment?",1
"Thank you! I am confused about the save function though.. can you please explain how is works?",0
"@kaiser: Sorry, not meaning to be harsh. I just don't understand for what real world reason you would advocate just sticking to those terms?",0
